# step, M, T, PO, AO
0.000000000000000000e+00 2.422303414511287611e-01 3.814434059532828547e-01 3.086898864846229218e-01 7.577480268619551929e-02
1.000000000000000000e+00 2.465418202142375947e-01 3.852744099513174536e-01 3.141403314138593861e-01 7.850684120611611805e-02
2.000000000000000000e+00 2.538323557380773865e-01 3.743878007970255495e-01 3.088594356243316019e-01 7.421949165247898605e-02
3.000000000000000000e+00 2.490188801969543397e-01 3.784594943363436270e-01 3.098657491495583338e-01 7.483896603180834051e-02
4.000000000000000000e+00 2.475348957470741573e-01 3.829500095492110456e-01 3.124579550097392189e-01 7.693339908725049803e-02
5.000000000000000000e+00 2.565631575055833946e-01 3.838520930273007226e-01 3.164540418936364619e-01 7.933822642489057886e-02
6.000000000000000000e+00 2.501309678860503261e-01 3.783181844434264085e-01 3.105521989644831060e-01 7.591395130213474118e-02
7.000000000000000000e+00 2.494278365891496319e-01 3.787247367626664918e-01 3.128414618130931357e-01 7.783044105996295148e-02
8.000000000000000000e+00 2.511987501605469353e-01 3.738588427629508937e-01 3.101941812563473455e-01 7.598940165732354091e-02
9.000000000000000000e+00 2.498936543976519875e-01 3.818665011166182954e-01 3.128904275209279939e-01 7.725835904439476431e-02
1.000000000000000000e+01 2.492936993419279657e-01 3.846027713544460935e-01 3.147208799034745819e-01 7.905370839454406440e-02
1.100000000000000000e+01 2.560900273009505401e-01 3.666643933995771265e-01 3.058688489876594252e-01 7.230876587034190672e-02
1.200000000000000000e+01 2.471467466830160609e-01 3.823876941791105599e-01 3.142338583170688482e-01 7.915623287534195862e-02
1.300000000000000000e+01 2.500032720751608206e-01 3.865526761521489441e-01 3.159895781213012400e-01 7.946694020095207422e-02
1.400000000000000000e+01 2.503960807257197274e-01 3.710901965633245370e-01 3.054528693456718402e-01 7.301082775912665079e-02
1.500000000000000000e+01 2.492814214526089533e-01 3.841724201553365359e-01 3.165687051088731385e-01 8.077295184979516041e-02
1.600000000000000000e+01 2.454868535072342040e-01 3.807656299445771886e-01 3.098903023651486954e-01 7.560944291879978518e-02
1.700000000000000000e+01 2.515637773047927350e-01 3.675805806087265593e-01 3.049299141345572783e-01 7.300572471743976832e-02
1.800000000000000000e+01 2.488855655480369244e-01 3.839930245598097702e-01 3.168373466376845915e-01 8.075646900005106765e-02
1.900000000000000000e+01 2.465422769488497812e-01 3.823196139011291739e-01 3.096845904889902745e-01 7.529283003601250357e-02
2.000000000000000000e+01 2.520815298342234945e-01 3.765166980999609669e-01 3.102565424214588363e-01 7.508864452142416379e-02
2.100000000000000000e+01 2.522160034963001340e-01 3.815157834694315464e-01 3.152148909224252726e-01 7.903286576567469801e-02
2.200000000000000000e+01 2.444366464367223046e-01 3.803001840558171143e-01 3.090840990987909764e-01 7.561698931354982056e-02
2.300000000000000000e+01 2.506935572444336513e-01 3.823326144344141864e-01 3.142236880421583889e-01 7.805373880113142260e-02
2.400000000000000000e+01 2.455615436734118751e-01 3.788778629375291751e-01 3.113889137950730523e-01 7.741790189180614012e-02
2.500000000000000000e+01 2.475166541911490992e-01 3.771433281025112771e-01 3.091906521696828891e-01 7.537994248783669304e-02
2.600000000000000000e+01 2.427588455292382652e-01 3.852700754682111262e-01 3.123700965742851610e-01 7.798646280063520342e-02
