# step, M, T, PO, AO
0.000000000000000000e+00 2.547256999116960241e-01 3.854335048624885629e-01 3.151396514470535259e-01 7.740050838461054461e-02
1.000000000000000000e+00 2.644704297978316965e-01 3.782543545154299913e-01 3.142919299702938707e-01 7.621897394254351088e-02
2.000000000000000000e+00 2.438842388817026308e-01 3.820294209208854319e-01 3.129678225464699870e-01 7.888776320491702743e-02
3.000000000000000000e+00 2.599275142633428182e-01 3.766314320083103961e-01 3.105961504288152764e-01 7.411547157676251496e-02
4.000000000000000000e+00 2.543681610950819794e-01 3.760806879645725576e-01 3.099125357400620562e-01 7.484717213179742368e-02
5.000000000000000000e+00 2.490631292029590882e-01 3.817188319039047650e-01 3.114752330128596203e-01 7.666108292078732678e-02
6.000000000000000000e+00 2.559349280843849495e-01 3.799690335587992962e-01 3.120670125522048699e-01 7.595790857051720746e-02
7.000000000000000000e+00 2.464204142886559645e-01 3.832292376684877100e-01 3.118488308681769960e-01 7.712688649277743558e-02
8.000000000000000000e+00 2.537118187614281206e-01 3.798274730706331370e-01 3.134171724411132232e-01 7.711093937676738452e-02
9.000000000000000000e+00 2.566404835543945606e-01 3.701187125131508715e-01 3.090396554208886259e-01 7.443384599333818796e-02
1.000000000000000000e+01 2.456071782759342570e-01 3.722587911405914607e-01 3.062412925113415785e-01 7.444592876458189235e-02
1.100000000000000000e+01 2.534191168518574178e-01 3.893811292103075972e-01 3.178589908973598055e-01 8.013978039150171373e-02
1.200000000000000000e+01 2.452681551797060711e-01 3.834432741994812655e-01 3.106079051669597968e-01 7.612098993575777683e-02
1.300000000000000000e+01 2.545196808635640795e-01 3.702730844126067566e-01 3.088240052830454330e-01 7.492976386881156081e-02
1.400000000000000000e+01 2.435192376815477067e-01 3.795266076556275125e-01 3.098394250173166498e-01 7.632796862742619037e-02
1.500000000000000000e+01 2.491512344019859992e-01 3.826072515450621436e-01 3.127773114711575597e-01 7.717642946475833376e-02
1.600000000000000000e+01 2.433812093444204239e-01 3.798550763829923738e-01 3.083460696542713597e-01 7.535747483800814273e-02
1.700000000000000000e+01 2.446663218611301871e-01 3.842056396586217004e-01 3.120599646116776205e-01 7.753480615082264382e-02
1.800000000000000000e+01 2.415931819235671574e-01 3.808601079113728138e-01 3.096057982290623123e-01 7.640337389891049824e-02
1.900000000000000000e+01 2.491096651781195548e-01 3.804841575367447493e-01 3.124109901739686723e-01 7.771926427527509063e-02
2.000000000000000000e+01 2.423920089443205028e-01 3.795174264157374910e-01 3.062456061434125076e-01 7.392813512068369119e-02
2.100000000000000000e+01 2.490436435696254946e-01 3.858964393618973254e-01 3.139402834303339773e-01 7.771233617478351396e-02
2.200000000000000000e+01 2.484442389208123547e-01 3.782664273707047609e-01 3.112339214920326058e-01 7.683369700238557032e-02
