# step, M, T, PO, AO
0.000000000000000000e+00 2.710869420085327275e-01 3.796925930157339923e-01 3.231161161802813542e-01 8.201265575721811141e-02
1.000000000000000000e+00 2.820962602361721250e-01 3.790991467325323105e-01 3.251620174009278719e-01 8.283852226251398054e-02
2.000000000000000000e+00 2.733149779129516732e-01 3.664433136125485602e-01 3.161135329583964482e-01 7.961177700411081748e-02
3.000000000000000000e+00 2.827477278662137161e-01 3.696371136676570579e-01 3.214324590057611175e-01 8.130090816617135951e-02
4.000000000000000000e+00 2.765254179752745234e-01 3.541805296994142704e-01 3.098390205701986311e-01 7.595951532279371365e-02
5.000000000000000000e+00 2.916420324329698222e-01 3.575003036380057786e-01 3.229425503490697680e-01 8.424991817118987480e-02
6.000000000000000000e+00 2.895510418983611722e-01 3.521823754340283052e-01 3.161055407164292674e-01 8.022152683681132990e-02
7.000000000000000000e+00 2.878576774927617543e-01 3.567795698947646699e-01 3.184265973845851194e-01 8.149245228798979168e-02
8.000000000000000000e+00 2.840695023591148782e-01 3.625006944029226519e-01 3.211613260459441621e-01 8.293781592850318907e-02
9.000000000000000000e+00 2.755957734864288300e-01 3.619431104845821645e-01 3.146389737117208929e-01 7.778697265820028184e-02
1.000000000000000000e+01 2.766950965992099887e-01 3.762619622879605497e-01 3.234691618572020921e-01 8.201792104715927012e-02
1.100000000000000000e+01 2.869280790338708531e-01 3.681194978412364316e-01 3.202550797734488586e-01 8.021407016333997886e-02
1.200000000000000000e+01 2.861193145295148899e-01 3.550801397434260043e-01 3.147375723653580426e-01 7.866716820872227123e-02
1.300000000000000000e+01 2.872760802601612706e-01 3.558039805245616360e-01 3.185790971202306920e-01 8.121580404371581130e-02
1.400000000000000000e+01 2.923360124336694676e-01 3.590843018624813032e-01 3.244908187325872273e-01 8.483883285015969555e-02
1.500000000000000000e+01 2.876647992014031985e-01 3.606323251484532810e-01 3.191457312007038860e-01 8.090256683389424053e-02
