# step, M, T, PO, AO
0.000000000000000000e+00 2.905843926558401846e-01 4.207157366417721978e-01 3.389969777189062450e-01 1.771513127167743673e-01
1.000000000000000000e+00 3.055732222949884003e-01 3.997042207238166722e-01 3.364662899977344246e-01 1.814350978646341317e-01
2.000000000000000000e+00 2.983551201833202215e-01 4.011620248012351952e-01 3.291958620111852252e-01 1.747122137549081966e-01
3.000000000000000000e+00 3.039595359345765857e-01 4.109924971149767625e-01 3.378255737217573662e-01 1.769310870274569125e-01
4.000000000000000000e+00 3.019347728634564909e-01 4.034452798581126265e-01 3.345859570750820411e-01 1.755711800291295255e-01
5.000000000000000000e+00 2.945822044957853159e-01 4.180966691724413709e-01 3.316838978169189822e-01 1.740317121103098219e-01
6.000000000000000000e+00 2.867457377483347836e-01 4.203146961344452759e-01 3.358345054768590021e-01 1.793478380073713074e-01
7.000000000000000000e+00 2.851070878416867016e-01 4.266605183679164637e-01 3.358765059720935087e-01 1.742400830364981834e-01
8.000000000000000000e+00 2.790204850170365791e-01 4.257975261303117986e-01 3.325227263887471363e-01 1.714200371272436296e-01
9.000000000000000000e+00 2.838224619033434815e-01 4.354958863260964264e-01 3.341898607550612965e-01 1.734878894946009220e-01
1.000000000000000000e+01 3.012902023127406181e-01 4.160654868541837637e-01 3.374688473739146377e-01 1.828791239200008856e-01
1.100000000000000000e+01 2.822074600758438523e-01 4.187667087439326807e-01 3.321418626045729017e-01 1.763785743100311776e-01
1.200000000000000000e+01 2.830581577043730368e-01 4.115863063330527094e-01 3.363538905621203945e-01 1.803727294074553567e-01
1.300000000000000000e+01 3.003615581016750857e-01 4.177532213483315382e-01 3.354350000636820983e-01 1.765708459573470668e-01
1.400000000000000000e+01 2.958458134011001661e-01 4.040531759272781853e-01 3.250442858561868875e-01 1.767374402705033654e-01
1.500000000000000000e+01 3.012486183185217881e-01 4.121070500758929334e-01 3.384041712831730719e-01 1.787066566591598016e-01
1.600000000000000000e+01 2.903001627909121973e-01 4.224168494196157697e-01 3.347618829686282993e-01 1.748989397596106277e-01
1.700000000000000000e+01 2.861350422756736012e-01 4.232615276611820798e-01 3.353354533097594459e-01 1.753273412745979254e-01
1.800000000000000000e+01 2.931438025269704761e-01 4.067089382514456619e-01 3.349377999071206924e-01 1.807219530004973707e-01
1.900000000000000000e+01 2.880176580279229515e-01 4.037834343781372404e-01 3.293666762760862898e-01 1.795433252057367923e-01
2.000000000000000000e+01 2.892086813693978131e-01 4.164911614216686431e-01 3.350390143556105649e-01 1.727679169196352782e-01
2.100000000000000000e+01 2.752376925672551100e-01 4.232284197817337001e-01 3.366976049935377358e-01 1.707342249063439898e-01
2.200000000000000000e+01 2.701100878625943835e-01 4.342533080176685378e-01 3.294297565408830231e-01 1.703274195320627626e-01
2.300000000000000000e+01 2.788360795012738702e-01 4.175489074496381292e-01 3.314632673218089187e-01 1.728652040297715131e-01
2.400000000000000000e+01 2.942347347732110485e-01 4.209552811014628526e-01 3.418505898889203642e-01 1.829819177300872068e-01
2.500000000000000000e+01 2.809058507240073665e-01 4.169946242149354942e-01 3.357173489848260806e-01 1.776104244807801824e-01
2.600000000000000000e+01 3.013257079854705367e-01 4.220424074536412995e-01 3.443641008733106523e-01 1.883508515747411849e-01
2.700000000000000000e+01 2.955440944152271099e-01 4.102958203152857752e-01 3.362052208334889158e-01 1.760298724127551395e-01
2.800000000000000000e+01 3.135732049957160594e-01 3.977130323433037407e-01 3.364920663444112003e-01 1.843530033491981301e-01
2.900000000000000000e+01 2.987520188446979308e-01 4.052002771732177155e-01 3.230607315130195611e-01 1.737628756339891778e-01
3.000000000000000000e+01 2.872982813733574448e-01 4.283735103823489432e-01 3.335993782437245980e-01 1.757928466984257088e-01
3.100000000000000000e+01 2.864727269406579513e-01 4.262623662921408707e-01 3.313489185276274895e-01 1.750742724631408342e-01
3.200000000000000000e+01 2.964389414046809668e-01 4.071337183943740112e-01 3.338405559831958413e-01 1.757289166078354059e-01
3.300000000000000000e+01 2.929902023144268508e-01 4.030137611702130918e-01 3.465811381753904907e-01 1.935014810232649762e-01
3.400000000000000000e+01 2.870166257642424723e-01 4.115999640204587862e-01 3.230709348663280966e-01 1.721717594593198397e-01
3.500000000000000000e+01 2.857501630836057904e-01 4.146771853445105904e-01 3.345156051992504986e-01 1.827764286275230243e-01
3.600000000000000000e+01 2.926272998220461607e-01 4.213329535099065160e-01 3.462574829053741698e-01 1.879823747402143974e-01
3.700000000000000000e+01 2.976041831180810115e-01 4.291196748243468750e-01 3.384285367778928633e-01 1.814800104436956052e-01
3.800000000000000000e+01 2.944566630229019100e-01 4.195094370450875854e-01 3.268109006682614615e-01 1.643727014349871118e-01
3.900000000000000000e+01 2.857157770154183374e-01 4.176359090391130735e-01 3.451306431690281395e-01 1.824258740066673212e-01
4.000000000000000000e+01 2.977363564225029569e-01 4.146173309157208386e-01 3.423516133923245608e-01 1.827684735803793425e-01
4.100000000000000000e+01 2.826850347945166764e-01 4.274346678226000895e-01 3.330847784065720241e-01 1.713265507887334338e-01
4.200000000000000000e+01 2.942031568953691334e-01 4.193770210585888725e-01 3.451921071485312131e-01 1.912536228084353862e-01
4.300000000000000000e+01 2.949003187513770663e-01 4.153191238788204731e-01 3.349337113405639332e-01 1.791983694066191513e-01
4.400000000000000000e+01 2.771908582432310864e-01 4.197472342123343969e-01 3.269227779073703433e-01 1.750543118546176169e-01
4.500000000000000000e+01 3.016983305186531350e-01 4.193554348266107512e-01 3.422989739842717816e-01 1.847998462496631134e-01
4.600000000000000000e+01 2.757233084285000690e-01 4.338622230529257662e-01 3.440260243354790193e-01 1.834757908438007790e-01
4.700000000000000000e+01 3.171945059630244534e-01 4.215519144697738585e-01 3.497816062677494564e-01 1.929400366627299079e-01
4.800000000000000000e+01 2.787275201008739822e-01 4.234337849053188552e-01 3.359929227808371444e-01 1.821567156296388657e-01
4.900000000000000000e+01 2.906307111092228945e-01 4.163050694618372072e-01 3.337319744780151143e-01 1.812307425332330690e-01
5.000000000000000000e+01 2.932367789401542080e-01 4.235066356885326400e-01 3.351937044072997862e-01 1.795761912026063167e-01
5.100000000000000000e+01 2.657356159455242506e-01 4.303379411900927209e-01 3.378218649214338454e-01 1.801516137070427459e-01
5.200000000000000000e+01 2.974370366909817598e-01 4.191249263780844059e-01 3.342603078734363020e-01 1.777080360795563752e-01
5.300000000000000000e+01 2.727282717931556189e-01 4.040584327180160029e-01 3.305629047987480584e-01 1.758213145146302336e-01
5.400000000000000000e+01 2.942443829007702627e-01 4.237817251882498026e-01 3.332518659031579178e-01 1.787444811503627884e-01
5.500000000000000000e+01 2.730059891838388375e-01 4.266536516569158222e-01 3.309876759025990323e-01 1.735023387659593297e-01
5.600000000000000000e+01 2.904249108981820093e-01 4.266725651881028147e-01 3.451112132719780234e-01 1.875273710468912114e-01
5.700000000000000000e+01 2.626795278431561798e-01 4.294379071908983603e-01 3.305728236597696990e-01 1.666536483076846986e-01
5.800000000000000000e+01 2.813957984318087302e-01 4.292043116585801954e-01 3.334145849088894220e-01 1.723111537070225463e-01
5.900000000000000000e+01 2.902954526292940152e-01 4.154461830302216274e-01 3.457913491995911470e-01 1.842647904562753070e-01
6.000000000000000000e+01 2.988422584404891169e-01 4.145531599557538138e-01 3.289843451295175747e-01 1.746863903823750452e-01
6.100000000000000000e+01 2.825099174019502501e-01 4.332424502800143462e-01 3.405014949956930992e-01 1.737322495099274944e-01
6.200000000000000000e+01 2.871437230535567320e-01 4.261294481423882896e-01 3.370658774523792589e-01 1.710510918790177359e-01
6.300000000000000000e+01 2.924608103247621216e-01 4.250728977740157455e-01 3.280188024293543836e-01 1.660761009781462350e-01
6.400000000000000000e+01 2.830785606486897477e-01 4.301312499404910117e-01 3.363432803038685637e-01 1.787403836694233528e-01
6.500000000000000000e+01 2.845841320340903868e-01 4.208846425971443650e-01 3.303453971440535875e-01 1.793749844981290531e-01
6.600000000000000000e+01 2.892669388336190917e-01 4.196713912789333811e-01 3.405717209051867256e-01 1.797469440998828438e-01
6.700000000000000000e+01 2.748473480482058751e-01 4.245518879559342929e-01 3.368909036797854695e-01 1.862948905811238065e-01
6.800000000000000000e+01 2.831865460117040101e-01 4.306609221172485458e-01 3.280010295298072531e-01 1.666680641158964638e-01
6.900000000000000000e+01 2.824655226384267803e-01 4.138617319413470663e-01 3.226114498798360319e-01 1.705646282650271073e-01
