# step, M, T, PO, AO
0.000000000000000000e+00 3.027576811774464471e-01 4.162339232850906234e-01 3.515601566360117003e-01 1.874294629176598836e-01
1.000000000000000000e+00 3.267781898167057553e-01 3.976204921006715742e-01 3.458844212053657219e-01 1.928905536749260241e-01
2.000000000000000000e+00 3.035485770415148332e-01 4.080203285020900794e-01 3.294650826614471395e-01 1.775084266435253966e-01
3.000000000000000000e+00 3.074734933831935191e-01 4.185290853216373508e-01 3.506731778064474669e-01 1.949605985143159081e-01
4.000000000000000000e+00 2.882589629036723666e-01 4.113514276563433603e-01 3.321802963149212973e-01 1.736144468226273885e-01
5.000000000000000000e+00 3.078271597985537955e-01 4.158188868533538307e-01 3.380973720799557714e-01 1.783230599777169689e-01
6.000000000000000000e+00 3.075192691816982515e-01 4.132597011641332974e-01 3.479567352470377406e-01 1.914350916874164032e-01
7.000000000000000000e+00 2.824610359868656162e-01 4.358700678762764125e-01 3.342304610595417946e-01 1.682971451389519979e-01
8.000000000000000000e+00 3.031066495650945325e-01 4.334909385516095282e-01 3.362634432433887488e-01 1.736343883186478587e-01
9.000000000000000000e+00 2.903127286721530753e-01 4.237533070073052355e-01 3.401877671451891683e-01 1.829327442796260250e-01
1.000000000000000000e+01 2.832055287309550584e-01 4.269148519330238090e-01 3.360430994694652007e-01 1.693681404876026808e-01
1.100000000000000000e+01 2.964997891961483889e-01 4.206759027093155412e-01 3.379184623672446541e-01 1.783211798082626198e-01
1.200000000000000000e+01 2.912595584090667544e-01 4.058128069849595843e-01 3.421225149133294563e-01 1.823447998784994417e-01
1.300000000000000000e+01 2.975057824355492597e-01 4.155029489938485976e-01 3.468914768090886613e-01 1.919009850408859297e-01
1.400000000000000000e+01 2.771148026988199398e-01 4.265970631202238850e-01 3.280371228084255630e-01 1.723511428607210627e-01
1.500000000000000000e+01 3.077581995712888041e-01 4.156010779651685416e-01 3.458632818114383278e-01 1.862885227300617452e-01
1.600000000000000000e+01 3.002778151154615882e-01 4.078948140738272721e-01 3.391180138271340239e-01 1.843321201122412600e-01
1.700000000000000000e+01 2.688271129524663072e-01 4.261572487253371122e-01 3.423388231238112533e-01 1.849388667926020746e-01
1.800000000000000000e+01 2.939047776240082399e-01 4.254628764135632846e-01 3.424661228842125205e-01 1.827602723772336346e-01
1.900000000000000000e+01 2.935732474377539258e-01 4.250876535841706660e-01 3.401440169865650454e-01 1.793392472242082425e-01
2.000000000000000000e+01 2.900992231586988490e-01 4.140143608661530084e-01 3.356174704462778768e-01 1.858801741515591077e-01
2.100000000000000000e+01 2.961399753197684892e-01 4.131073517542946938e-01 3.348592282725677549e-01 1.797050766371097730e-01
2.200000000000000000e+01 3.061836176591034020e-01 4.084985128283322164e-01 3.342090972476809974e-01 1.861313024913473502e-01
2.300000000000000000e+01 2.656997811094524709e-01 4.208966640464871789e-01 3.179095216722345185e-01 1.725195829533538450e-01
2.400000000000000000e+01 2.972037283445622124e-01 4.208407609121908033e-01 3.380543226466869999e-01 1.802550843729165408e-01
2.500000000000000000e+01 2.879817814659512143e-01 3.999111845735474624e-01 3.334648101367834183e-01 1.832273817296663498e-01
2.600000000000000000e+01 2.985672567799060317e-01 4.108927347960867338e-01 3.355767230846569138e-01 1.821586451891421543e-01
2.700000000000000000e+01 2.987395896239151138e-01 3.973716353620350694e-01 3.230974278690890156e-01 1.697648720360973584e-01
2.800000000000000000e+01 3.109235105313373215e-01 4.078580968492718228e-01 3.351282400999848754e-01 1.806478768275529556e-01
2.900000000000000000e+01 3.008068961475799385e-01 4.057419191221921517e-01 3.342208758889316789e-01 1.844564674325224751e-01
3.000000000000000000e+01 3.163084644510099630e-01 3.824781838493270247e-01 3.349042763121021227e-01 1.805300199718143372e-01
3.100000000000000000e+01 3.235452235131352494e-01 3.802591257683543002e-01 3.483623900165299658e-01 1.931863763435716641e-01
3.200000000000000000e+01 3.196425229126906853e-01 3.962703750387784885e-01 3.401505533544424420e-01 1.877916056561906299e-01
3.300000000000000000e+01 3.050420076592880170e-01 4.060507153945429049e-01 3.429840718895228457e-01 1.865164951981343466e-01
3.400000000000000000e+01 2.972958076584734655e-01 4.227965622914501287e-01 3.323841713781069407e-01 1.711441029036169792e-01
3.500000000000000000e+01 3.162599489798443297e-01 4.085378780118126274e-01 3.512909854920543973e-01 1.929460487986023320e-01
3.600000000000000000e+01 3.131600208267326657e-01 4.169837410792441301e-01 3.385758025790805981e-01 1.805683440566206999e-01
3.700000000000000000e+01 2.932731418842574600e-01 4.272010779142378922e-01 3.387906952832451246e-01 1.754203911629174106e-01
3.800000000000000000e+01 3.118043659104577925e-01 3.983383980172426897e-01 3.515484416832149739e-01 1.931720435186961571e-01
3.900000000000000000e+01 2.878933432691973549e-01 4.223075939224462672e-01 3.264511044318697541e-01 1.648469021925424438e-01
4.000000000000000000e+01 3.017171563656956268e-01 4.139479147085984856e-01 3.395400589370179967e-01 1.823079051716807730e-01
4.100000000000000000e+01 2.807095189502163413e-01 4.241377470145868966e-01 3.396638354631926759e-01 1.764869977819663038e-01
4.200000000000000000e+01 2.866062798393677058e-01 4.331744125203942919e-01 3.381720376905846259e-01 1.792803412406947516e-01
4.300000000000000000e+01 2.782411009652381861e-01 4.295373333786580705e-01 3.349726609210204042e-01 1.742296004418463773e-01
4.400000000000000000e+01 2.768215943093316200e-01 4.221947715214142138e-01 3.286524650953133175e-01 1.681851450311421248e-01
4.500000000000000000e+01 2.885640239359499315e-01 4.240664801981262055e-01 3.258977414594557143e-01 1.626595303840074891e-01
4.600000000000000000e+01 2.950095579157994141e-01 4.106562273230852655e-01 3.310721037089616181e-01 1.771893822289365983e-01
4.700000000000000000e+01 2.973648848421526769e-01 4.015037447461034525e-01 3.338065906743626354e-01 1.751021493737277002e-01
4.800000000000000000e+01 3.006137320520398948e-01 4.094789451055463325e-01 3.370611405175107933e-01 1.822711238525422384e-01
4.900000000000000000e+01 2.894865254855654157e-01 4.276751081307289537e-01 3.344135715364344730e-01 1.723248480800328442e-01
5.000000000000000000e+01 2.733315902731658920e-01 4.244597820902563656e-01 3.295057822845423035e-01 1.749094132622440734e-01
5.100000000000000000e+01 2.800799534706887584e-01 4.050423208621944382e-01 3.368985708472932994e-01 1.822645996698330495e-01
5.200000000000000000e+01 2.787055144537450291e-01 4.148494838306813204e-01 3.304227318075809161e-01 1.752838822569102728e-01
5.300000000000000000e+01 2.967426403741936780e-01 3.961691306334950147e-01 3.392640181063871219e-01 1.808943619758520693e-01
5.400000000000000000e+01 3.062354656273189035e-01 4.051405077947120570e-01 3.257308826750101582e-01 1.744519535741693161e-01
5.500000000000000000e+01 2.852386418945839219e-01 4.192682920406758385e-01 3.283401638896843444e-01 1.801489485847922456e-01
5.600000000000000000e+01 2.726054049202826790e-01 4.255139491662980333e-01 3.344923550299828130e-01 1.735624780229631514e-01
5.700000000000000000e+01 2.781089127088551272e-01 4.353025496716267373e-01 3.299745028190448903e-01 1.714124519835967253e-01
5.800000000000000000e+01 2.701841247619622965e-01 4.306342060234601421e-01 3.324222087927863334e-01 1.744850414880224077e-01
5.900000000000000000e+01 2.907578438345865823e-01 4.164853735141514357e-01 3.357405136667808154e-01 1.776996392457498297e-01
6.000000000000000000e+01 2.850499045417164146e-01 4.288317095008822299e-01 3.314072591701341386e-01 1.712722479445785151e-01
6.100000000000000000e+01 2.657032708362548901e-01 4.377513963915135586e-01 3.261951528056474814e-01 1.680473673391833511e-01
6.200000000000000000e+01 3.034267612454826790e-01 4.149057433021495767e-01 3.430518138616407420e-01 1.826361576402342757e-01
6.300000000000000000e+01 2.880318956748482151e-01 4.071561324142464189e-01 3.312251275957411867e-01 1.792112087213106886e-01
