# step, M, T, PO, AO
0.000000000000000000e+00 2.868064357998927894e-01 4.356413435752964913e-01 3.409102163961487131e-01 1.735820490662330351e-01
1.000000000000000000e+00 3.088367385595536807e-01 4.092590459961638061e-01 3.438746029809249261e-01 1.878958068318063446e-01
2.000000000000000000e+00 2.760974184077683580e-01 4.173257740312057429e-01 3.397994660348575557e-01 1.802679929380218704e-01
3.000000000000000000e+00 2.981680175750707207e-01 4.189475400785414583e-01 3.405812413724952359e-01 1.825756428590208924e-01
4.000000000000000000e+00 2.899428966328167490e-01 4.146313018447583820e-01 3.345941889836854255e-01 1.823204203068679585e-01
5.000000000000000000e+00 2.848869541034833031e-01 4.241489759078626021e-01 3.320042541085643784e-01 1.798954314092185425e-01
6.000000000000000000e+00 3.017936782559504927e-01 4.231624515155866240e-01 3.440394940742540486e-01 1.767967449763315213e-01
7.000000000000000000e+00 2.868704227318394917e-01 4.158225631390809474e-01 3.315688361992956690e-01 1.727548285804325068e-01
8.000000000000000000e+00 2.872715971989052708e-01 4.167286231654061535e-01 3.448718302028525029e-01 1.884972349346988874e-01
9.000000000000000000e+00 2.890712777874641093e-01 4.143778350454407344e-01 3.295402302969535624e-01 1.732658984521827650e-01
1.000000000000000000e+01 2.951052977708672476e-01 4.088508458756248132e-01 3.421106014441789855e-01 1.893081976312631087e-01
1.100000000000000000e+01 2.819966325104682481e-01 4.216111084471185766e-01 3.346287312862081809e-01 1.797676970681805764e-01
1.200000000000000000e+01 2.956693577263506123e-01 4.141941758970260623e-01 3.373905228621854047e-01 1.772848033137416901e-01
1.300000000000000000e+01 2.960769425204595739e-01 4.056144130896883748e-01 3.323472089572157007e-01 1.787328425623941341e-01
1.400000000000000000e+01 2.842812316668131833e-01 4.276622991286988529e-01 3.292521225031312393e-01 1.693140835843026104e-01
1.500000000000000000e+01 3.126958495918554237e-01 3.943753726381014069e-01 3.386140722211352649e-01 1.851602292628715118e-01
1.600000000000000000e+01 3.032919627799723350e-01 4.033705261828517963e-01 3.329098864935878810e-01 1.733509111131528724e-01
1.700000000000000000e+01 2.849428174458600305e-01 4.350119274222926657e-01 3.366550526906556540e-01 1.747665370889499026e-01
1.800000000000000000e+01 2.862930155162992651e-01 4.246957833586255671e-01 3.288009888320259089e-01 1.693971586936329765e-01
1.900000000000000000e+01 2.661680267818804513e-01 4.297509692442037510e-01 3.244431832014402772e-01 1.713419069755878765e-01
2.000000000000000000e+01 2.793510912531854684e-01 4.365967566630415408e-01 3.222161984380257360e-01 1.610183351465065416e-01
2.100000000000000000e+01 2.635702522125404346e-01 4.340976736352480381e-01 3.205678451102469406e-01 1.631685994271473428e-01
