# step, M, T, PO, AO
0.000000000000000000e+00 3.150146624096080150e-01 4.203857040390719946e-01 3.550896033237850302e-01 1.962895898333910649e-01
1.000000000000000000e+00 3.384071304019479753e-01 4.188050163523434066e-01 3.741346056342582105e-01 2.069686575788589611e-01
2.000000000000000000e+00 3.363676958184930177e-01 4.080667089680702353e-01 3.458065981971292224e-01 1.891817363555547971e-01
3.000000000000000000e+00 3.431007911925167964e-01 4.048348006961146051e-01 3.648654744662133687e-01 2.066187870947012728e-01
4.000000000000000000e+00 3.253821276279252328e-01 4.063027416006217418e-01 3.428881403670657191e-01 1.857862480018764306e-01
5.000000000000000000e+00 3.303300407332464550e-01 4.015234528000501957e-01 3.398682129420234066e-01 1.850999857135657845e-01
6.000000000000000000e+00 3.199621714368714454e-01 3.921074151386691464e-01 3.395419328135712567e-01 1.855263999569407019e-01
7.000000000000000000e+00 3.196721735884837101e-01 3.984254839821102512e-01 3.436528859427664395e-01 1.881569212057901952e-01
8.000000000000000000e+00 3.247799846110428490e-01 4.104751014308735124e-01 3.384851689957859566e-01 1.842720178436408895e-01
9.000000000000000000e+00 3.414846986040369070e-01 4.076924504961930706e-01 3.613171327724647997e-01 2.025645366768861200e-01
1.000000000000000000e+01 3.225369176129383453e-01 3.909169256326725517e-01 3.440455336303913647e-01 1.873769208581666512e-01
1.100000000000000000e+01 3.335735953441786306e-01 3.949401282314703443e-01 3.511941534038947044e-01 1.855162627480411719e-01
1.200000000000000000e+01 3.238439670102215562e-01 3.932680361714334660e-01 3.385253459150686650e-01 1.827403687402952004e-01
1.300000000000000000e+01 3.306667781447114596e-01 3.988791944263221367e-01 3.480904372614318509e-01 1.934853979304530514e-01
1.400000000000000000e+01 3.228566436095384184e-01 3.917372251671246142e-01 3.468352476643679627e-01 1.898599623012827142e-01
1.500000000000000000e+01 3.326879570680871256e-01 4.138126526194271237e-01 3.461797830915535057e-01 1.837677825276500254e-01
1.600000000000000000e+01 3.330173523888820819e-01 4.241411594164736232e-01 3.567104899088412440e-01 1.928292353029863460e-01
1.700000000000000000e+01 3.144092351744387503e-01 4.102634374644437143e-01 3.321259457623307876e-01 1.729203057408269517e-01
1.800000000000000000e+01 3.161090215842763396e-01 4.107924795706166532e-01 3.363780238718672155e-01 1.742128767614070650e-01
1.900000000000000000e+01 3.218312235719210657e-01 4.076093446497156547e-01 3.409655095806435332e-01 1.857036869454642969e-01
2.000000000000000000e+01 3.256569341569913734e-01 3.834784541033526839e-01 3.388076491423775427e-01 1.923689056718385637e-01
2.100000000000000000e+01 3.328735063210603862e-01 3.920999710818564576e-01 3.482699080987332607e-01 1.930000655155568734e-01
2.200000000000000000e+01 3.379754713393627874e-01 4.198708353726728904e-01 3.590194859531611327e-01 1.919439469080238547e-01
2.300000000000000000e+01 3.280870115883419147e-01 4.051837243675958100e-01 3.447873517013547717e-01 1.878924009815580720e-01
2.400000000000000000e+01 3.199442750379144496e-01 4.083566151816952483e-01 3.406097855452601686e-01 1.820177771585165805e-01
2.500000000000000000e+01 3.333127938994533412e-01 4.046156476974991922e-01 3.543190163296633943e-01 1.944045606309174334e-01
2.600000000000000000e+01 3.329836112398260051e-01 4.086139081506358073e-01 3.606596920347436286e-01 1.996053712258201718e-01
2.700000000000000000e+01 3.342910159381851654e-01 3.885401818667389984e-01 3.575090232993670680e-01 1.989531010598994953e-01
2.800000000000000000e+01 3.332951833732509250e-01 3.770600532473996069e-01 3.535291604303968382e-01 1.989731795492641897e-01
2.900000000000000000e+01 3.336826650474805644e-01 4.085905002738336456e-01 3.491808906360126530e-01 1.886173510188361435e-01
3.000000000000000000e+01 3.224418570483276736e-01 4.055061169773008234e-01 3.409399405208443090e-01 1.814673069866745148e-01
3.100000000000000000e+01 3.297740857611647369e-01 4.117479692691151105e-01 3.463110094871886258e-01 1.863713305200860870e-01
3.200000000000000000e+01 3.280388602876440629e-01 3.894966761635452190e-01 3.549495323151797832e-01 1.990125338139092648e-01
3.300000000000000000e+01 3.296256171528748613e-01 4.066478219459244703e-01 3.502669642125387783e-01 1.877368378991657871e-01
3.400000000000000000e+01 3.433012820425301315e-01 4.106720175055610933e-01 3.659844450940583638e-01 1.985549867673522817e-01
3.500000000000000000e+01 3.382542324845655424e-01 4.187474630389956820e-01 3.544119322745671319e-01 1.941985934615278464e-01
3.600000000000000000e+01 3.385353119637275476e-01 4.199940056221823648e-01 3.630600848486568166e-01 1.942404277867894602e-01
3.700000000000000000e+01 3.393498550504555622e-01 4.252011781848560323e-01 3.677289793459449507e-01 1.984424973439420370e-01
3.800000000000000000e+01 3.369200325707568666e-01 4.189762936340282184e-01 3.639941236980351880e-01 1.966928571509219403e-01
3.900000000000000000e+01 3.434381289495967993e-01 4.030666353604356877e-01 3.505549107090575323e-01 1.905965290961792458e-01
4.000000000000000000e+01 3.469618560315613776e-01 3.986511087862831815e-01 3.623546302814209530e-01 2.043977488538666343e-01
4.100000000000000000e+01 3.298143833757664622e-01 4.072842874756032461e-01 3.490528473908032225e-01 1.865267343801769173e-01
4.200000000000000000e+01 3.378543609066761988e-01 4.094110860531840479e-01 3.508734558432775597e-01 1.947463480608811470e-01
4.300000000000000000e+01 3.388110502291118431e-01 3.931410823343398642e-01 3.596688737660472257e-01 2.007509857219799687e-01
4.400000000000000000e+01 3.271727902878553973e-01 4.042772505458894772e-01 3.452328728395003266e-01 1.866799909491986265e-01
4.500000000000000000e+01 3.467983789947569617e-01 3.972686588351496684e-01 3.541397336193871093e-01 2.005730364252821807e-01
4.600000000000000000e+01 3.278932614653922162e-01 4.092386200092839044e-01 3.446679213311342749e-01 1.878987938086889575e-01
4.700000000000000000e+01 3.358165431970142611e-01 4.031915713792562639e-01 3.406482119050832091e-01 1.824840270639877526e-01
4.800000000000000000e+01 3.281751426571206109e-01 3.916812393287307792e-01 3.464081304350377088e-01 1.908862302190134086e-01
4.900000000000000000e+01 3.370429901293863217e-01 4.136362451365980242e-01 3.606716880299166150e-01 2.025006452915948385e-01
5.000000000000000000e+01 3.345739688828800462e-01 4.062392374290899610e-01 3.549167632699306019e-01 1.961262682854184036e-01
5.100000000000000000e+01 3.397566885958520633e-01 3.959573932576856414e-01 3.611009075318074579e-01 1.977787724248901147e-01
5.200000000000000000e+01 3.485895253120582238e-01 4.339289296070751312e-01 3.638569393160268062e-01 1.949497130945230250e-01
5.300000000000000000e+01 3.556335665066320262e-01 4.226170840746584223e-01 3.880221499690466036e-01 2.235656392456160102e-01
5.400000000000000000e+01 3.452331693768302956e-01 4.124474540128629796e-01 3.720310090879286324e-01 2.108105719443637560e-01
5.500000000000000000e+01 3.378141887409140676e-01 4.120755542561999607e-01 3.541742334885437660e-01 1.919901138619116709e-01
5.600000000000000000e+01 3.341643582022829073e-01 4.131804532279060860e-01 3.458926724946491671e-01 1.834205043498251531e-01
5.700000000000000000e+01 3.335705013817003017e-01 4.127154430899342419e-01 3.582216111724171315e-01 1.944532311101982436e-01
5.800000000000000000e+01 3.410638921192979400e-01 4.270180206826358904e-01 3.749213801581532390e-01 2.075225859676564921e-01
5.900000000000000000e+01 3.500953931555963461e-01 3.992195006695679060e-01 3.543920686566434108e-01 1.962111346319300731e-01
6.000000000000000000e+01 3.308364127019497447e-01 3.926923240729003894e-01 3.425605882997250218e-01 1.921103522738233926e-01
6.100000000000000000e+01 3.447874672086063685e-01 4.027881815549946287e-01 3.518288454417820565e-01 1.950460870306610639e-01
6.200000000000000000e+01 3.497937488090802627e-01 4.221136848179514178e-01 3.571164123458419049e-01 1.958981920002489385e-01
6.300000000000000000e+01 3.452207084766230061e-01 4.220213271855539627e-01 3.618337650477124190e-01 1.986787497401422131e-01
6.400000000000000000e+01 3.550272952024269291e-01 4.286287179565113625e-01 3.638053894609112326e-01 2.052372873540730946e-01
6.500000000000000000e+01 3.541851325383501559e-01 4.178495646893923277e-01 3.760755960075172211e-01 2.081384955948311632e-01
6.600000000000000000e+01 3.397787867326288458e-01 4.122143937594866525e-01 3.500432622346750788e-01 1.894037046828535020e-01
6.700000000000000000e+01 3.397264667154644147e-01 4.223039954703359244e-01 3.605375681705567104e-01 1.950538749560524199e-01
6.800000000000000000e+01 3.344755585676905674e-01 4.081412010561504267e-01 3.533997531328700870e-01 1.938831451784711613e-01
6.900000000000000000e+01 3.370962018536761695e-01 4.165231337816932555e-01 3.448089706915182240e-01 1.813884677243056687e-01
7.000000000000000000e+01 3.142837823464438296e-01 4.079029874390984745e-01 3.386560983355183518e-01 1.827053229344297036e-01
7.100000000000000000e+01 3.249623991751003360e-01 4.079382864693191779e-01 3.509611505455837444e-01 1.951235735363288648e-01
7.200000000000000000e+01 3.238896023118562617e-01 3.842949743197063839e-01 3.424132377230605373e-01 1.941726633530003188e-01
7.300000000000000000e+01 3.196641965080163073e-01 4.037073773863015802e-01 3.485957532160537387e-01 1.867904048944896145e-01
7.400000000000000000e+01 3.144529306163755811e-01 4.188466466503610319e-01 3.451688298116421527e-01 1.815799959047114109e-01
7.500000000000000000e+01 3.219872249200746994e-01 4.117066996629277775e-01 3.497392049168362993e-01 1.879148440204445603e-01
7.600000000000000000e+01 3.334426690039264951e-01 4.038950863520058276e-01 3.530536317273681446e-01 1.960491578198705898e-01
7.700000000000000000e+01 3.227023562950369628e-01 4.056394080663202062e-01 3.500248654846848106e-01 1.913659894817016927e-01
