# step, M, T, PO, AO
0.000000000000000000e+00 3.179297425913720776e-01 4.159718022053545128e-01 3.583090811631963746e-01 1.961949945325060507e-01
1.000000000000000000e+00 3.360989548972243557e-01 4.244107382513193638e-01 3.612807749667339419e-01 1.935683011737698300e-01
2.000000000000000000e+00 3.346817869110056964e-01 3.946606185031019676e-01 3.511702832669045815e-01 1.974329338139610424e-01
3.000000000000000000e+00 3.304217927509502939e-01 4.042363834569798198e-01 3.436514410452006230e-01 1.846467999666651094e-01
4.000000000000000000e+00 3.347295499466985680e-01 3.946529308973093508e-01 3.580245662614679469e-01 2.072328509084947479e-01
5.000000000000000000e+00 3.236057393205634125e-01 4.048597400314746797e-01 3.481786868436457238e-01 1.921977708726669287e-01
6.000000000000000000e+00 3.322923089733411661e-01 3.993721514038243159e-01 3.426522634192372685e-01 1.896615415791824688e-01
7.000000000000000000e+00 3.530183397937051160e-01 4.108384633205989234e-01 3.618807169527462619e-01 1.987589290693830280e-01
8.000000000000000000e+00 3.478228506092430061e-01 4.221037956855756557e-01 3.662313747683063614e-01 1.997312739939257620e-01
9.000000000000000000e+00 3.426872968648334572e-01 4.196832221955200115e-01 3.564937597705173378e-01 1.916500698826631433e-01
1.000000000000000000e+01 3.401281825377865387e-01 4.031265267619824622e-01 3.586710195379166910e-01 1.981422863682872348e-01
1.100000000000000000e+01 3.321919574601534531e-01 4.066865033069731461e-01 3.454865107411252967e-01 1.865428424272998487e-01
1.200000000000000000e+01 3.207543890514896745e-01 4.097245457329238283e-01 3.376143376238840976e-01 1.815580412037592906e-01
1.300000000000000000e+01 3.451343724163815629e-01 3.880077544703997572e-01 3.552225611426181873e-01 1.954566426849023708e-01
1.400000000000000000e+01 3.417038928047938517e-01 3.984093029937229025e-01 3.452628318833522725e-01 1.897419220325485267e-01
1.500000000000000000e+01 3.383058618807934792e-01 4.104411288468000074e-01 3.488123021666946766e-01 1.920315805442839308e-01
1.600000000000000000e+01 3.431207694728111712e-01 3.872745889763758997e-01 3.595271769500690828e-01 1.989583307296431958e-01
1.700000000000000000e+01 3.326548025735942549e-01 4.086620578157786898e-01 3.481226204591123530e-01 1.842438847641035271e-01
1.800000000000000000e+01 3.290679046659201745e-01 4.055829667181869436e-01 3.530715485053823599e-01 1.945353514987629984e-01
1.900000000000000000e+01 3.410607219872924256e-01 4.086307610865054785e-01 3.507628168181113892e-01 1.913535892735593880e-01
2.000000000000000000e+01 3.494330724869338933e-01 4.000579059194866449e-01 3.671630921965859384e-01 2.091700474610526106e-01
2.100000000000000000e+01 3.527269890849614731e-01 3.964237755255394235e-01 3.639873567754263739e-01 2.028558967608142805e-01
2.200000000000000000e+01 3.340659137120112199e-01 4.007588356951947151e-01 3.560566452556222505e-01 1.931984957331434605e-01
2.300000000000000000e+01 3.390690699706748745e-01 4.219393555633698112e-01 3.521007130935946972e-01 1.875369836958298286e-01
2.400000000000000000e+01 3.338040380620564962e-01 3.936124070601947356e-01 3.488411317427472236e-01 1.915302075048865849e-01
2.500000000000000000e+01 3.230341556287521509e-01 4.002733198335500786e-01 3.349266155562909963e-01 1.777147512042278055e-01
2.600000000000000000e+01 3.352490520415088993e-01 3.977687605327057674e-01 3.427090236043310867e-01 1.885325714202455427e-01
2.700000000000000000e+01 3.507751341373217535e-01 4.127321600775457067e-01 3.602933538759924281e-01 2.027900404514872412e-01
2.800000000000000000e+01 3.275859808113303906e-01 3.938652927050252384e-01 3.513220786952663821e-01 1.922708483033669369e-01
2.900000000000000000e+01 3.397982306509044204e-01 4.072906034608186898e-01 3.657397179150083666e-01 2.070159269638700561e-01
3.000000000000000000e+01 3.409676018368572592e-01 4.064110835220823281e-01 3.607291276709669869e-01 2.026134298019071078e-01
3.100000000000000000e+01 3.392110083254745723e-01 4.060476480429611179e-01 3.534932692140217991e-01 1.932486356563543062e-01
3.200000000000000000e+01 3.337520374383166066e-01 4.147230437313818019e-01 3.444763768559684358e-01 1.848229820553957681e-01
3.300000000000000000e+01 3.252657584375521216e-01 4.117220524480050270e-01 3.478010931811369999e-01 1.866168212373998103e-01
3.400000000000000000e+01 3.174756171692774132e-01 4.013493074697422891e-01 3.410141305804189615e-01 1.828277629085554024e-01
3.500000000000000000e+01 3.358378106473548508e-01 4.142391080395281255e-01 3.556728258782453356e-01 1.939350486121201311e-01
3.600000000000000000e+01 3.309848199244842526e-01 4.126247463068617449e-01 3.448086542971297019e-01 1.814597718627561362e-01
3.700000000000000000e+01 3.399883960507581460e-01 4.051915481927265694e-01 3.587428389501678971e-01 1.936835740001181527e-01
3.800000000000000000e+01 3.460746056010561289e-01 4.032081856624825100e-01 3.587371919589641966e-01 1.944168222232919296e-01
3.900000000000000000e+01 3.410001828388710132e-01 4.094758826545452646e-01 3.606313856099888637e-01 2.002837141234579676e-01
4.000000000000000000e+01 3.290680485836117719e-01 4.076974923995113076e-01 3.498233616109649446e-01 1.888218662797219172e-01
4.100000000000000000e+01 3.427763674523555126e-01 4.158824022752604099e-01 3.653250942665404732e-01 2.039764963321846758e-01
4.200000000000000000e+01 3.381328363560303085e-01 4.028662734622815433e-01 3.578380861505688904e-01 2.007621134400179308e-01
4.300000000000000000e+01 3.334960519929713874e-01 4.262620501237070481e-01 3.566935308281246053e-01 1.872777344768213892e-01
4.400000000000000000e+01 3.384443013889999463e-01 4.038137010863749876e-01 3.542709551588517081e-01 1.920604941347008876e-01
4.500000000000000000e+01 3.474404049425673935e-01 4.145493880802866293e-01 3.675989807590294145e-01 2.040286133676423863e-01
4.600000000000000000e+01 3.439462664881366427e-01 4.100780383811087337e-01 3.569060893723640104e-01 1.949639969362433889e-01
4.700000000000000000e+01 3.300324330421942065e-01 4.230777062338662020e-01 3.647662676278441429e-01 1.985894327831428940e-01
4.800000000000000000e+01 3.392121975123947308e-01 4.219112230485217996e-01 3.565264374497185695e-01 1.899726547858681669e-01
4.900000000000000000e+01 3.385960610862800979e-01 4.129577972342601822e-01 3.567532445050292100e-01 1.900210351327817349e-01
5.000000000000000000e+01 3.335413671777821554e-01 4.192254630966562590e-01 3.527553711277988668e-01 1.878967583005253239e-01
5.100000000000000000e+01 3.383509484090809760e-01 4.115954490778237496e-01 3.507915768220992714e-01 1.887041563615208806e-01
5.200000000000000000e+01 3.458384269457178140e-01 3.931628573202636812e-01 3.503295631556561096e-01 1.894201300880500871e-01
5.300000000000000000e+01 3.511901385363204176e-01 4.058030222821850108e-01 3.617176922394600425e-01 2.025787862890844893e-01
5.400000000000000000e+01 3.398887574339115591e-01 4.131377260564934040e-01 3.532232910133664694e-01 1.883131543457576274e-01
5.500000000000000000e+01 3.326209240968471814e-01 4.150362930808065287e-01 3.620661537351136383e-01 2.008274377442348935e-01
5.600000000000000000e+01 3.360733885391299358e-01 4.055531813859190038e-01 3.462826572794146518e-01 1.934458637630668831e-01
5.700000000000000000e+01 3.285401240010502599e-01 3.977868394354482362e-01 3.428633668441253279e-01 1.842893626827423748e-01
5.800000000000000000e+01 3.329547979247911571e-01 4.096170042321297666e-01 3.506180921511005688e-01 1.910752925061071084e-01
5.900000000000000000e+01 3.284548412880059498e-01 4.143144548624431711e-01 3.396338113626499178e-01 1.837934197038769701e-01
6.000000000000000000e+01 3.453735380156273127e-01 4.100647377527591453e-01 3.629448260585245167e-01 2.036427446503059624e-01
6.100000000000000000e+01 3.338366940068567823e-01 4.010317132855987232e-01 3.518703018544289129e-01 1.947991660812316561e-01
6.200000000000000000e+01 3.399618234649802728e-01 3.974736541293478198e-01 3.565685982830374967e-01 1.973944165760310732e-01
6.300000000000000000e+01 3.420384751467089313e-01 4.105244703798107686e-01 3.556541151380691046e-01 1.969405627764770350e-01
6.400000000000000000e+01 3.239466870278435717e-01 4.017343758858392677e-01 3.433233554064098469e-01 1.848446782203496119e-01
6.500000000000000000e+01 3.212343595447996192e-01 4.093951907517056066e-01 3.503604696716212663e-01 1.902027801709907373e-01
6.600000000000000000e+01 3.312917728029605158e-01 4.019794265006991218e-01 3.484586550775579661e-01 1.880675321688474733e-01
6.700000000000000000e+01 3.365879934662838746e-01 3.848643572699089743e-01 3.491222446459192330e-01 1.949598920134509306e-01
6.800000000000000000e+01 3.393276018300828700e-01 4.238745681864279913e-01 3.557864850221482689e-01 1.916302370660060705e-01
6.900000000000000000e+01 3.311930763648363030e-01 4.088235391391734641e-01 3.443064040642412893e-01 1.858622265169606602e-01
7.000000000000000000e+01 3.365996510089719340e-01 4.130808189054332447e-01 3.554428973887702736e-01 1.903445869547754632e-01
7.100000000000000000e+01 3.325289765350142868e-01 4.013299693252934119e-01 3.537425272612754190e-01 1.920694018767689637e-01
7.200000000000000000e+01 3.247689737758261419e-01 4.000608391177108980e-01 3.434153206301861494e-01 1.869222101439728112e-01
7.300000000000000000e+01 3.395339271651795499e-01 4.028587448974302321e-01 3.537006289986427965e-01 1.927572718629722015e-01
7.400000000000000000e+01 3.289103970163038126e-01 3.950535254710814126e-01 3.480247832528672314e-01 1.921205411656882744e-01
7.500000000000000000e+01 3.449461569269334227e-01 4.173416453505857104e-01 3.630745639399824420e-01 1.966747936492433957e-01
7.600000000000000000e+01 3.364103281454288163e-01 4.119943610860657968e-01 3.565401163274690699e-01 1.908443738040348503e-01
7.700000000000000000e+01 3.500478296821357693e-01 3.960047769800825179e-01 3.578354121713330782e-01 1.967793115870409282e-01
7.800000000000000000e+01 3.387430776970480339e-01 4.010705969651139347e-01 3.582161130844861985e-01 1.983786313463888895e-01
7.900000000000000000e+01 3.339468937792647307e-01 4.177316349056579003e-01 3.473237007656391206e-01 1.819631205093823478e-01
8.000000000000000000e+01 3.345562131719826970e-01 4.241112191227038863e-01 3.471985006607759550e-01 1.875214452210454685e-01
8.100000000000000000e+01 3.456752831259353176e-01 4.034603755663289104e-01 3.624117251276340879e-01 2.044116551019552475e-01
8.200000000000000000e+01 3.128829937102888259e-01 3.926465526806144357e-01 3.404931328503066901e-01 1.822221506481338515e-01
8.300000000000000000e+01 3.306453735461966081e-01 4.139140850779809977e-01 3.556832420963068619e-01 1.920837724546282099e-01
8.400000000000000000e+01 3.447883082872347238e-01 4.048312802083078310e-01 3.572329581430014334e-01 1.962210829067301265e-01
8.500000000000000000e+01 3.456991054891506154e-01 4.000093166599947292e-01 3.546798705559761067e-01 1.966966256270082369e-01
8.600000000000000000e+01 3.366200500598673928e-01 4.087345968558852571e-01 3.525561324525255946e-01 1.950097549378982387e-01
8.700000000000000000e+01 3.346387858775260460e-01 4.121243678422611412e-01 3.499948110319484607e-01 1.883566404983467724e-01
8.800000000000000000e+01 3.305154271082650919e-01 4.170369552252433110e-01 3.495101322152051604e-01 1.876726632875743705e-01
8.900000000000000000e+01 3.389147700199582336e-01 4.120959004978370643e-01 3.508507015714856236e-01 1.851979254220038063e-01
9.000000000000000000e+01 3.287113686968397563e-01 4.163952098284637859e-01 3.498950106363759582e-01 1.916567286533105152e-01
9.100000000000000000e+01 3.337995105780093286e-01 4.106901390381951789e-01 3.638386166277302602e-01 1.975365794809242903e-01
9.200000000000000000e+01 3.336424306324795586e-01 4.017779056094872292e-01 3.531048643702778267e-01 1.900569205730527345e-01
9.300000000000000000e+01 3.276649315685636887e-01 4.025916524080175307e-01 3.489868548544561300e-01 1.884252496779780794e-01
9.400000000000000000e+01 3.438949098311706587e-01 4.030165821574074325e-01 3.693053298155503650e-01 2.122898349414845121e-01
9.500000000000000000e+01 3.397935924427731846e-01 4.034778236409539143e-01 3.592712624841312152e-01 1.972974809646528271e-01
9.600000000000000000e+01 3.448185108473242333e-01 4.007824901557393016e-01 3.652733242707787431e-01 2.061203845321136208e-01
9.700000000000000000e+01 3.426247959905388552e-01 4.105290122778851858e-01 3.587333500218085058e-01 1.985671274009050968e-01
9.800000000000000000e+01 3.358528297250992223e-01 3.829113390158271346e-01 3.446789710858318978e-01 1.923152242354294605e-01
9.900000000000000000e+01 3.465816838551286638e-01 4.010010779397007452e-01 3.603965078147448597e-01 1.986724310624370382e-01
1.000000000000000000e+02 3.365007892020967506e-01 3.929158411729734013e-01 3.461614815085616859e-01 1.842885234897968516e-01
1.010000000000000000e+02 3.503941537761030567e-01 3.902037573835464013e-01 3.467811728466532184e-01 1.917713236882510053e-01
1.020000000000000000e+02 3.271881939406019457e-01 3.992352201562828773e-01 3.538211636025245799e-01 1.936081987629775791e-01
1.030000000000000000e+02 3.407096672658933012e-01 4.136589982967081580e-01 3.535565643930290713e-01 1.945364154154303193e-01
1.040000000000000000e+02 3.349142715526820524e-01 4.107196208631804790e-01 3.483372046191103300e-01 1.871159014299506040e-01
1.050000000000000000e+02 3.327992782357743762e-01 4.031440092816340748e-01 3.397673049186802352e-01 1.888166206831296545e-01
1.060000000000000000e+02 3.321968325255545418e-01 4.006955044277081823e-01 3.447091040167319376e-01 1.904075961311189613e-01
1.070000000000000000e+02 3.237249938019189366e-01 4.097700903249213988e-01 3.441940650174135641e-01 1.822906583449119267e-01
1.080000000000000000e+02 3.495270502153662306e-01 3.909859702014457650e-01 3.591222121777634668e-01 2.005163207132715786e-01
1.090000000000000000e+02 3.343158500016349954e-01 4.071480451708079373e-01 3.574773944399509684e-01 1.895358054856651209e-01
1.100000000000000000e+02 3.368700621377885840e-01 4.113969883547714534e-01 3.539578486901634458e-01 1.852602581192481224e-01
1.110000000000000000e+02 3.488795418187641273e-01 4.134347088820376492e-01 3.570909097465836401e-01 1.959343439343327886e-01
1.120000000000000000e+02 3.323401266459260484e-01 4.111003006514208913e-01 3.500330173293105807e-01 1.860021662813314269e-01
1.130000000000000000e+02 3.260159277229590091e-01 4.046660186260092607e-01 3.393738689795507413e-01 1.802801933431414372e-01
1.140000000000000000e+02 3.300442521842077426e-01 4.100642846433991684e-01 3.548446161374608221e-01 1.934144000875161473e-01
1.150000000000000000e+02 3.385334666946842042e-01 4.051362745237550023e-01 3.524627823473834298e-01 1.912830217531342192e-01
1.160000000000000000e+02 3.337683720853089619e-01 4.025267902990524727e-01 3.510041662558887055e-01 1.909098651094245369e-01
1.170000000000000000e+02 3.188044272912955446e-01 3.965769732135671077e-01 3.328023166039276726e-01 1.796357869579365274e-01
1.180000000000000000e+02 3.245946305096915063e-01 4.184655889376309723e-01 3.437010256846801393e-01 1.846061511487444573e-01
1.190000000000000000e+02 3.212001112217689469e-01 4.022843131661100191e-01 3.310626944133592264e-01 1.787968442262134472e-01
1.200000000000000000e+02 3.198910308834097549e-01 4.174955020419154339e-01 3.491211901685743468e-01 1.885868884398005374e-01
1.210000000000000000e+02 3.177664433830782453e-01 4.071521092700769451e-01 3.508410808580039175e-01 1.890270745529377683e-01
1.220000000000000000e+02 3.377303772676748528e-01 3.972789104719841036e-01 3.383970689240988206e-01 1.845608667654707880e-01
1.230000000000000000e+02 3.274572771093341439e-01 4.124322508227029060e-01 3.361254780862551472e-01 1.776556016611046673e-01
1.240000000000000000e+02 3.212352464429071297e-01 4.060999021196018965e-01 3.508202816051045891e-01 1.937347901674819628e-01
1.250000000000000000e+02 3.217498964358748159e-01 4.023665949944044695e-01 3.489162587332305110e-01 1.863157236383233828e-01
1.260000000000000000e+02 3.211034728960595053e-01 4.113703812282029637e-01 3.396169621237155045e-01 1.816966596999917694e-01
1.270000000000000000e+02 3.193255272547306234e-01 4.044182403268560821e-01 3.510344006750991119e-01 1.873814626807883132e-01
1.280000000000000000e+02 3.369967687261177236e-01 4.015653051381739558e-01 3.424395427130537684e-01 1.933440272674298299e-01
1.290000000000000000e+02 3.221214082905535792e-01 4.093745635613689760e-01 3.401148756833388687e-01 1.810757297567018309e-01
1.300000000000000000e+02 3.265832352181139431e-01 3.991759967523904606e-01 3.380767901575393308e-01 1.832459066955520188e-01
1.310000000000000000e+02 3.232116341708116125e-01 4.052138254129410977e-01 3.378797831003742536e-01 1.842463545839543859e-01
1.320000000000000000e+02 3.244308227545757983e-01 4.020760946907711020e-01 3.411865739155086619e-01 1.840947424514300379e-01
1.330000000000000000e+02 3.196504082672886327e-01 4.077495770975665401e-01 3.391190117904440693e-01 1.794348582129094427e-01
1.340000000000000000e+02 3.238764836158285476e-01 4.056169072641455653e-01 3.489648393710150787e-01 1.920273733547074313e-01
1.350000000000000000e+02 3.213158491823979168e-01 4.097674577446713817e-01 3.385460037732280769e-01 1.758832345285115673e-01
1.360000000000000000e+02 3.297286445886411510e-01 3.987719364573349412e-01 3.421404926556293469e-01 1.809179368469113758e-01
1.370000000000000000e+02 3.201199295469208672e-01 4.034325793973005392e-01 3.335695121406889729e-01 1.814962961476563330e-01
1.380000000000000000e+02 3.348913951756044005e-01 3.987956944320225072e-01 3.550943496796331034e-01 2.036997756364211098e-01
1.390000000000000000e+02 3.293680762746247215e-01 3.986687964295195230e-01 3.412055980116303067e-01 1.821594607713325487e-01
1.400000000000000000e+02 3.537891222889275600e-01 4.082179891527245030e-01 3.669726440227060182e-01 2.065905606905638625e-01
1.410000000000000000e+02 3.406907702956814554e-01 4.249365953965046905e-01 3.568729641214501980e-01 1.909940560026225365e-01
1.420000000000000000e+02 3.477535066375437856e-01 4.162955890533189818e-01 3.551930756233878661e-01 1.975887868993197460e-01
1.430000000000000000e+02 3.534204263382489941e-01 3.989592768094466502e-01 3.650859851337342477e-01 2.048417093331228456e-01
1.440000000000000000e+02 3.440271215717330411e-01 3.989265921430502626e-01 3.635652281334553759e-01 2.008961721244282850e-01
1.450000000000000000e+02 3.516956502608748480e-01 4.043673851298471567e-01 3.695440647539084411e-01 2.048729715187512235e-01
1.460000000000000000e+02 3.464072423044316507e-01 4.239307774697287368e-01 3.693765376726052541e-01 1.976145390138316360e-01
1.470000000000000000e+02 3.442635938392615280e-01 4.253592334123776908e-01 3.600307267751963192e-01 1.960009647753890305e-01
1.480000000000000000e+02 3.417482524324083615e-01 3.916668449628182835e-01 3.493108925799999209e-01 1.937744155638992938e-01
1.490000000000000000e+02 3.421247727113423398e-01 3.997107803660460146e-01 3.562194403824356370e-01 1.980888805790254614e-01
1.500000000000000000e+02 3.421591808814706814e-01 3.995872186465444509e-01 3.533159502117988460e-01 1.961113930210410250e-01
1.510000000000000000e+02 3.397330641550182495e-01 3.867975628013065603e-01 3.628529270560711395e-01 2.078812156976450054e-01
1.520000000000000000e+02 3.306650203594954651e-01 4.083561442187038648e-01 3.444119569953520976e-01 1.848950358992954568e-01
1.530000000000000000e+02 3.363971373065482995e-01 3.959865126383932399e-01 3.517190112422502457e-01 1.954866952557464121e-01
