# step, M, T, PO, AO
0.000000000000000000e+00 2.982171650853319145e-01 4.223027494788968439e-01 3.404774052913484006e-01 1.803992688635681074e-01
1.000000000000000000e+00 3.435142087869220706e-01 4.101909689499131373e-01 3.671091249755210617e-01 2.031538009127728528e-01
2.000000000000000000e+00 3.395301767545971794e-01 4.218144168656451365e-01 3.687044188100116471e-01 2.026382045383450237e-01
3.000000000000000000e+00 3.336022823484904309e-01 4.035404388419933097e-01 3.598220122572377555e-01 1.987512526862765250e-01
4.000000000000000000e+00 3.399010352090985343e-01 4.323302218061617075e-01 3.655950599632122877e-01 2.036694699393643004e-01
5.000000000000000000e+00 3.402359013139553134e-01 4.127932953840306451e-01 3.689764008726715838e-01 2.010563825067100407e-01
6.000000000000000000e+00 3.349150997239150884e-01 4.137742065881901410e-01 3.490344486688563563e-01 1.867186547810971153e-01
7.000000000000000000e+00 3.394211370655216276e-01 4.016610319131715401e-01 3.569600058819372146e-01 1.964699956618647381e-01
8.000000000000000000e+00 3.422892102219556865e-01 4.154348794232267661e-01 3.528993025510694381e-01 1.883781631251107980e-01
9.000000000000000000e+00 3.283731591181504594e-01 4.183856388685932570e-01 3.474337840745916894e-01 1.825737852699837460e-01
1.000000000000000000e+01 3.486760898421690236e-01 4.208980850063510082e-01 3.552789872385039849e-01 1.932892617685084136e-01
1.100000000000000000e+01 3.282446205655238369e-01 4.127846568448959585e-01 3.383858417054904644e-01 1.817292649728654008e-01
1.200000000000000000e+01 3.346045870579982817e-01 3.992877488678103770e-01 3.545503259815009356e-01 1.898445970993378196e-01
1.300000000000000000e+01 3.328444518448501199e-01 4.141418184413311887e-01 3.539593559629907737e-01 1.893391730086704250e-01
1.400000000000000000e+01 3.351263373805694057e-01 4.052273645739734587e-01 3.549200182161875716e-01 1.975359993184716001e-01
1.500000000000000000e+01 3.444318061314850521e-01 4.033069238254269884e-01 3.548705870828464670e-01 1.951354238548626552e-01
1.600000000000000000e+01 3.395583295284657077e-01 3.985127092407696470e-01 3.468551068959062622e-01 1.958840042690589978e-01
1.700000000000000000e+01 3.437469410067454656e-01 4.215809945498593114e-01 3.624623649785123636e-01 1.994858317164918127e-01
1.800000000000000000e+01 3.328197076171508506e-01 4.085254343067638017e-01 3.446810804294492270e-01 1.828803767985487938e-01
1.900000000000000000e+01 3.364625070535030016e-01 4.008992150831941492e-01 3.617293642447571567e-01 1.968243196844579046e-01
2.000000000000000000e+01 3.313069184656062260e-01 4.033251271787239856e-01 3.493065933171944915e-01 1.870405737903111931e-01
2.100000000000000000e+01 3.443247592800603440e-01 3.958679292995603838e-01 3.575413544799971866e-01 2.000056181277675704e-01
2.200000000000000000e+01 3.266325595672704973e-01 4.066844792427307120e-01 3.360009057483419603e-01 1.816176532494191975e-01
2.300000000000000000e+01 3.442165726209355237e-01 4.228047772264071358e-01 3.668055802356577910e-01 2.023192401496149984e-01
2.400000000000000000e+01 3.257900236546249495e-01 4.130240872963377718e-01 3.522720895717839085e-01 1.914174964531346612e-01
2.500000000000000000e+01 3.366586902457808783e-01 4.041969768221189141e-01 3.646636905133772144e-01 2.083230855728852582e-01
2.600000000000000000e+01 3.310527773776116289e-01 4.004501475480768402e-01 3.509360476847139254e-01 1.973814385968845619e-01
2.700000000000000000e+01 3.362607300974500557e-01 3.949523533542287357e-01 3.483300872399510695e-01 1.984342022270513817e-01
2.800000000000000000e+01 3.229655149048029639e-01 3.935688143531743677e-01 3.499740090944039594e-01 1.886525185798116899e-01
2.900000000000000000e+01 3.469490613536094781e-01 3.881701353119630382e-01 3.607321831781076238e-01 2.077152659439995830e-01
3.000000000000000000e+01 3.328995802912045887e-01 4.128403196776765371e-01 3.495204404839430401e-01 1.911962949493304920e-01
3.100000000000000000e+01 3.428584189904623214e-01 4.058016157060602702e-01 3.538855017319361140e-01 1.939331754271075292e-01
