# step, M, T, PO, AO
0.000000000000000000e+00 3.218068598044260265e-01 4.205348843617841004e-01 3.615125831536615264e-01 1.987789639985332868e-01
1.000000000000000000e+00 3.474318463587054984e-01 4.075475237882755231e-01 3.620654190050394128e-01 2.054603228226649647e-01
2.000000000000000000e+00 3.389704840375044603e-01 3.914347627634688909e-01 3.509412488781799011e-01 1.993436153667125232e-01
3.000000000000000000e+00 3.487891966615189188e-01 4.030529560354167984e-01 3.529332082895374478e-01 1.922936589852264344e-01
4.000000000000000000e+00 3.384519232146052659e-01 4.022999305837913209e-01 3.484942839829962002e-01 1.896943480770305612e-01
5.000000000000000000e+00 3.224163391613731333e-01 4.090798943866624793e-01 3.441636506475093116e-01 1.814576069944889847e-01
6.000000000000000000e+00 3.286594237670072971e-01 3.966953735092587641e-01 3.486175613085560343e-01 1.957706492652905861e-01
7.000000000000000000e+00 3.288810447160286365e-01 3.874592746659700770e-01 3.296251221284388633e-01 1.770333997826913919e-01
8.000000000000000000e+00 3.304599017450282616e-01 4.011176824216159398e-01 3.554845824293488832e-01 1.962829179454799178e-01
9.000000000000000000e+00 3.416417013572476957e-01 3.844378748018518754e-01 3.476158408193913418e-01 1.962297783890003533e-01
1.000000000000000000e+01 3.386310467589568329e-01 4.042172585486986103e-01 3.577750577666291010e-01 1.984296781175600710e-01
1.100000000000000000e+01 3.251019953177083921e-01 4.211812778724816075e-01 3.491114472568251359e-01 1.840577007827123301e-01
1.200000000000000000e+01 3.275317614025577972e-01 4.148985927232068938e-01 3.431365574196927892e-01 1.841361344064945116e-01
1.300000000000000000e+01 3.372345203807936564e-01 4.086223988980090538e-01 3.529145211323204689e-01 1.927577332535567178e-01
1.400000000000000000e+01 3.347779447890195104e-01 4.303084340162857679e-01 3.696252759036025015e-01 2.021625108972406881e-01
1.500000000000000000e+01 3.372473023358812938e-01 4.201346085302403721e-01 3.620992097637995011e-01 2.017565476878487307e-01
1.600000000000000000e+01 3.394243280419678710e-01 4.021594170166944426e-01 3.438929149843140687e-01 1.830819732523512045e-01
1.700000000000000000e+01 3.264205350425339880e-01 4.044509055402747411e-01 3.441567083813050765e-01 1.863611974526857562e-01
1.800000000000000000e+01 3.430229862768837679e-01 4.105922121116487578e-01 3.495775853983242865e-01 1.906877974532192321e-01
1.900000000000000000e+01 3.346593429993715008e-01 3.915854496188673206e-01 3.547398241309096534e-01 1.986741223993520600e-01
2.000000000000000000e+01 3.218305032757949879e-01 4.079951560473334959e-01 3.478451229265507871e-01 1.865407876554529554e-01
2.100000000000000000e+01 3.216782289544299345e-01 3.953174792308163932e-01 3.388943079987579710e-01 1.801415393219455430e-01
2.200000000000000000e+01 3.203779076283431726e-01 4.063703172683731935e-01 3.369371057226135391e-01 1.787572675387303356e-01
2.300000000000000000e+01 3.412365532665393442e-01 3.896922463365697364e-01 3.591145190781131480e-01 2.036794742858667462e-01
