# step, M, T, PO, AO
0.000000000000000000e+00 3.185719539335547523e-01 4.174969852946437410e-01 3.482577570358850183e-01 1.879201334456654382e-01
1.000000000000000000e+00 3.378110901717580328e-01 4.273224999772770039e-01 3.616551560278337130e-01 1.974581304784016056e-01
2.000000000000000000e+00 3.230892361747887964e-01 3.945012822783220963e-01 3.410243024850955207e-01 1.844674283142069271e-01
3.000000000000000000e+00 3.322468351340847614e-01 4.092594739885909716e-01 3.550580600864602920e-01 2.004641497355191260e-01
4.000000000000000000e+00 3.444715631624551966e-01 3.945465314475564700e-01 3.551109944231457538e-01 1.995344882994269931e-01
5.000000000000000000e+00 3.175950927372127586e-01 4.094689251805099239e-01 3.338968341946251250e-01 1.755887832984651675e-01
6.000000000000000000e+00 3.374916372824683375e-01 3.952695340620565601e-01 3.501773193941017936e-01 1.897800472526194882e-01
7.000000000000000000e+00 3.274073832643257242e-01 4.204902860064912984e-01 3.377285689076645614e-01 1.820992607184357959e-01
8.000000000000000000e+00 3.112551267410567091e-01 4.111911215800266861e-01 3.441090653353241491e-01 1.841807058325469759e-01
9.000000000000000000e+00 3.040177376889271477e-01 3.977511432139900771e-01 3.378285538061112647e-01 1.808643048316972979e-01
1.000000000000000000e+01 3.260321961758136378e-01 4.147202432488011348e-01 3.528745408169038367e-01 1.911421041703375567e-01
1.100000000000000000e+01 3.228004484412986264e-01 4.064478258882144868e-01 3.526770675670131139e-01 1.962944344350145975e-01
1.200000000000000000e+01 3.229387873859068669e-01 4.208075645720045221e-01 3.519344314206227509e-01 1.876632502689009052e-01
1.300000000000000000e+01 3.315168133626346103e-01 4.125710117676152922e-01 3.460585217106582068e-01 1.897407860112364508e-01
1.400000000000000000e+01 3.289634077670148260e-01 3.940006706949678583e-01 3.480802035020009733e-01 1.906535021290884924e-01
1.500000000000000000e+01 3.431835342682175716e-01 4.011718011916677318e-01 3.658164664024284307e-01 2.057208248158543529e-01
1.600000000000000000e+01 3.350881647854125345e-01 3.950310964742583808e-01 3.583318084259884406e-01 1.985784476056537962e-01
1.700000000000000000e+01 3.335720620467519382e-01 3.954892254393827522e-01 3.547548338653297995e-01 1.973549669200229117e-01
1.800000000000000000e+01 3.191807478245956564e-01 4.025162954001267890e-01 3.428350872183291709e-01 1.784440888851322460e-01
1.900000000000000000e+01 3.197921867616664304e-01 3.966678454284539579e-01 3.370277999290429705e-01 1.797907732298766326e-01
2.000000000000000000e+01 3.315201282704858254e-01 4.083835286712750312e-01 3.488088399107557303e-01 1.854877648217035380e-01
2.100000000000000000e+01 3.236239418230759668e-01 3.972204356568738715e-01 3.385137795428906360e-01 1.853714385186713276e-01
2.200000000000000000e+01 3.322807716143368895e-01 4.026353914794392752e-01 3.349616175904548410e-01 1.816295008469233085e-01
2.300000000000000000e+01 3.416740708425649586e-01 3.969780062038051893e-01 3.603921210814690079e-01 2.024596076615376994e-01
2.400000000000000000e+01 3.332356570884820179e-01 4.209962465393474740e-01 3.528669965159778599e-01 1.878263542166771494e-01
2.500000000000000000e+01 3.425681207676083972e-01 3.980005465547873378e-01 3.533392799524034400e-01 1.966869303337405173e-01
