# step, M, T, PO, AO
0.000000000000000000e+00 2.665866547933276043e-01 3.803460514808033599e-01 3.210984973557929334e-01 8.102348654339569523e-02
1.000000000000000000e+00 2.727128863009766202e-01 3.773915083086952782e-01 3.195105997297035816e-01 8.031408045719090616e-02
2.000000000000000000e+00 2.634489380239533052e-01 3.714354220646729487e-01 3.139070624576012492e-01 7.786601867903475416e-02
3.000000000000000000e+00 2.692015810423602495e-01 3.853201607817300367e-01 3.204441256817185391e-01 7.997242950072652734e-02
4.000000000000000000e+00 2.560161963591034984e-01 3.770508478900940208e-01 3.131791253649003348e-01 7.701330278319235001e-02
5.000000000000000000e+00 2.730131795855512689e-01 3.679806548894297702e-01 3.164041411523763614e-01 7.889178474479036085e-02
6.000000000000000000e+00 2.712572652836033882e-01 3.652062915883333982e-01 3.148840197189902712e-01 7.810459398265773290e-02
7.000000000000000000e+00 2.644997804554082288e-01 3.720468235218412079e-01 3.168012283026114817e-01 7.946329804249713247e-02
8.000000000000000000e+00 2.703158760123867133e-01 3.777071835720335335e-01 3.177800658603460171e-01 7.829675296029797726e-02
9.000000000000000000e+00 2.599205708345617705e-01 3.810252271343825825e-01 3.180685618577322460e-01 8.021709326650128258e-02
1.000000000000000000e+01 2.668339461575370830e-01 3.710342203195198252e-01 3.152572031969860245e-01 7.810583653476960153e-02
1.100000000000000000e+01 2.637485084974582894e-01 3.764039614813967094e-01 3.162779753771759461e-01 7.848357696666091732e-02
1.200000000000000000e+01 2.606937038693410980e-01 3.791955089482098029e-01 3.166115409964965766e-01 7.867545541910558882e-02
1.300000000000000000e+01 2.698850853436968178e-01 3.807267636897498364e-01 3.201398339287347405e-01 7.972980617596026054e-02
1.400000000000000000e+01 2.541235675022855967e-01 3.817401380909972719e-01 3.154817825769632433e-01 7.799581425406071356e-02
1.500000000000000000e+01 2.727775211116363341e-01 3.742281207455272485e-01 3.200924854090057003e-01 8.019389196942416920e-02
1.600000000000000000e+01 2.600669411353367377e-01 3.751018752274342116e-01 3.114401552056689781e-01 7.512013601405448382e-02
