# step, M, T, PO, AO
0.000000000000000000e+00 2.709174857967190375e-01 3.725547103779384139e-01 3.175780341480223257e-01 7.842779995982812613e-02
1.000000000000000000e+00 2.737504975992898215e-01 3.643425235952092445e-01 3.146724009791773691e-01 7.747764410813245961e-02
2.000000000000000000e+00 2.681639970540566908e-01 3.644407715597646202e-01 3.130367893440929583e-01 7.660320329614983548e-02
3.000000000000000000e+00 2.766525818692501248e-01 3.735708685992628619e-01 3.214435364802839534e-01 8.132357228144526662e-02
4.000000000000000000e+00 2.659037740673252936e-01 3.825379825501322717e-01 3.240689087737076424e-01 8.348798018089981232e-02
5.000000000000000000e+00 2.669103831854761077e-01 3.704958326665014345e-01 3.157274998255149567e-01 7.817058511018831757e-02
6.000000000000000000e+00 2.728869227476730108e-01 3.776979355832844609e-01 3.195469213854382762e-01 7.976283033783138077e-02
7.000000000000000000e+00 2.594731535478798090e-01 3.736278800357030194e-01 3.122071760173897870e-01 7.605177503590976329e-02
8.000000000000000000e+00 2.711373656553484057e-01 3.702484853382218000e-01 3.182468564917588782e-01 8.021569995877059212e-02
9.000000000000000000e+00 2.711973430556804399e-01 3.625812442670758307e-01 3.117480722720744613e-01 7.589316619733937896e-02
1.000000000000000000e+01 2.721263583950969123e-01 3.614734691066984196e-01 3.120068240378299773e-01 7.593476941434823546e-02
1.100000000000000000e+01 2.620124993864810792e-01 3.736046204409748661e-01 3.145818051329722365e-01 7.760753796134967075e-02
1.200000000000000000e+01 2.704015474479894987e-01 3.654580593252252374e-01 3.161811760211274969e-01 7.899907691338442506e-02
1.300000000000000000e+01 2.804740196402113472e-01 3.609635688047774238e-01 3.154646037247860191e-01 7.882180338396738151e-02
1.400000000000000000e+01 2.687868907520579720e-01 3.710393601289219134e-01 3.151849624005133021e-01 7.762169144680075572e-02
1.500000000000000000e+01 2.711366936014099061e-01 3.693721900281561332e-01 3.184683478698582815e-01 8.081487250094299135e-02
1.600000000000000000e+01 2.749678019849125521e-01 3.624281450373738611e-01 3.131188683031989051e-01 7.702894235040386173e-02
1.700000000000000000e+01 2.706898696628023404e-01 3.689403145864567080e-01 3.134612957146268308e-01 7.584791648729444224e-02
1.800000000000000000e+01 2.829541044644249270e-01 3.811555399368703467e-01 3.274357079752956978e-01 8.381095734472970848e-02
1.900000000000000000e+01 2.698837729647789452e-01 3.652549690417833950e-01 3.103228233246310142e-01 7.489006127273906133e-02
2.000000000000000000e+01 2.730575404731523381e-01 3.656985774024664737e-01 3.149221835265632041e-01 7.772444569006203841e-02
